iter	kernel	tflops	decision	bottleneck	idea_summary
iter000	iter000_cublas	412.2937	KEEP	baseline	cuBLAS reference baseline
iter001	iter001_p2c_wn128_s3	93.519	KEEP	memory_bound	1p2c warpspec TM128 WN128 S3 baseline from prior iter007 pattern
iter002	iter002_wn192_s4_1p1c	236.45	KEEP	memory_bound	1p1c WN=192 S4 reduces barrier density vs 1p2c WN=128 S3
iter003	iter003_wn192_s3_1p2c	218.906	DISCARD	memory_bound	1p2c WN=192 S3: higher barrier overhead than 1p1c despite B-tile reuse
iter004	iter004_wn256_s2_1p1c	185.054	DISCARD	memory_bound	1p1c WN=256 S2: larger tile but insufficient pipeline depth hurts TMA latency hi
iter005	iter005_wn256_s3_1p1c	260.757	KEEP	memory_bound	1p1c WN=256 S3: optimal balance of tile size and pipeline depth
iter006	iter006_wn240_s4_1p1c	252.262	DISCARD	memory_bound	1p1c WN=240 S4: extra stage does not compensate for smaller tile
iter007	iter007_wn256_s3_lb256	265.948	KEEP	memory_bound	Phase 2: launch_bounds(256,1) for better register allocation
iter008	iter008_wn256_s3_ptxaso3	265.738	DISCARD	memory_bound	Phase 2: ptxas -O3 gives no improvement over iter007
iter009	iter009_wn256_s3_mreg192	130.755	DISCARD	memory_bound	maxrregcount=192 to constrain register usage
iter010	iter010_wn256_s3_swz16	156.815	DISCARD	memory_bound	Grid swizzle SWIZZLE=16 for better L2 B-matrix locality
iter011	iter011_wn256_s3_swz8	153.485	DISCARD	memory_bound	Grid swizzle SWIZZLE=8 (lower than SWIZZLE=16)
iter012	iter012_wn256_s3_swz32	152.584	DISCARD	memory_bound	Grid swizzle SWIZZLE=32 (too coarse, worse than 16)
iter013	iter013_wn128_s4_1p1c	89.521	DISCARD	memory_bound	WN=128 STAGES=4 - smaller tile with more pipeline depth
iter014	iter014_wn224_s3_1p1c	116.933	DISCARD	memory_bound	WN=224 extended MMA shape - non-standard tile size
iter015	iter015_wn320_s3_1p1c	0	COMPILE_FAIL	unknown	WN=320 not a supported WGMMA shape (valid: 64,128,192,256)
iter016	iter016_tm128_wn256_s2_1p1c	131.865	DISCARD	memory_bound	TILE_M=128 WN=256 STAGES=2 1p2c - larger M tile with B-tile sharing
iter017	iter017_wn256_s3_swz16_lb	154.925	DISCARD	memory_bound	Grid swizzle SWIZZLE=16 + launch_bounds(256,1)
iter018	iter018_wn256_s3_swz8_lb	199.052	DISCARD	memory_bound	Grid swizzle SWIZZLE=8 + launch_bounds - better than SWIZZLE=16
iter019	iter019_wn256_s3_swz4_lb	124.731	DISCARD	memory_bound	Grid swizzle SWIZZLE=4 - too fine grained
