iter	kernel	tflops	decision	bottleneck	idea_summary
iter000	iter000_cublas	476.7218	KEEP	baseline	cuBLAS reference baseline
iter001	iter001_ws1p2c_base	270.237	KEEP	memory_bound	1p2c warp-specialized baseline from prior tuning
iter002	iter002_wn128_s3	275.565	KEEP	memory_bound	Increase WARP_N 64->128 for better compute/mem ratio
iter003	iter003_wn128_s4	292.611	KEEP	memory_bound	Increase pipeline stages 3->4 to hide memory latency
iter004	iter004_ws1p1c	249.727	DISCARD	compute_bound	1p1c topology hurt K-heavy shape - need 2 consumers
iter005	iter005_wn192_s4	329.233	KEEP	compute_bound	WARP_N=192 with 3 stages for larger tiles
iter006	iter006_wn256_s2	258.258	DISCARD	memory_bound	WARP_N=256 with 2 stages - not enough pipeline depth
iter007	iter007_persis_wn192	343.229	KEEP	compute_bound	Persistent kernel WARP_N=192, 3 stages - new best
iter008	iter008_persis_wn128_s4	233.956	DISCARD	memory_bound	Persistent WARP_N=128 4 stages - smaller tiles hurt
iter009	iter009_persis_1p3c	0.0	COMPILE_FAIL	compute_bound	Persistent 1p3c with TILE_M=192 - barrier sync bug causes verification failure
iter010	iter010_transp_store	0.0	COMPILE_FAIL	compute_bound	mma.store.transp for bank-conflict-free epilogue - layout mismatch with TMA
iter011	iter011_swiz64	0.0	COMPILE_FAIL	compute_bound	SWIZ=64 - TMA invalid argument error
iter012	iter012_np_1p3c	302.68	DISCARD	compute_bound	Non-persistent 1p3c with TILE_M=192 and WARP_N=128 - slower than persistent 1p2c
iter013	iter013_persis_1p1c_wn192	267.27	DISCARD	compute_bound	Persistent 1p1c TILE_M=64 WARP_N=192 - K-heavy shape needs more consumers
iter014	iter014_launch_bounds	344.52	KEEP	compute_bound	Phase 2: __launch_bounds__(384,1) on iter007 - improved occupancy
iter015	iter015_unroll_warp	341.13	DISCARD	compute_bound	Phase 2: #pragma unroll on iv_warp loop - increased register pressure
iter016	iter016_persis_wn160_s4	358.87	KEEP	compute_bound	Persistent WARP_N=160 4 stages with launch_bounds - deeper pipeline helps K-heav
iter017	iter017_persis_wn164_s4	0.0	COMPILE_FAIL	compute_bound	WARP_N=164 - MMA shape not supported by SM90
iter018	iter018_persis_tm64_wn192_s4	267.34	DISCARD	compute_bound	TILE_M=64 1p1c - too small tile, K-heavy shape needs more consumers
iter019	iter019_persis_wn192_lb2	0.0	COMPILE_FAIL	compute_bound	launch_bounds(384,2) - kernel needs 122+ regs, insufficient for minBlocks=2
iter020	iter020_np_wn160_s4	368.96	KEEP	compute_bound	Non-persistent WARP_N=160, 4 stages, launch_bounds - beats persistent iter016
iter021	iter021_np_wn192_s3	329.64	DISCARD	compute_bound	Non-persistent WARP_N=192, 3 stages - 4 stages better for K-heavy
iter022	iter022_np_wn128_s5	278.94	DISCARD	compute_bound	Non-persistent WARP_N=128, 5 stages - smaller WARP_N hurts performance
iter023	iter023_np_wn160_s4_fastmath	0	COMPILE_FAIL	compute_bound	nvcc --use_fast_math breaks CuTe GMMA namespace resolution
iter024	iter024_np_tm192_wn128_s3	47.95	DISCARD	unknown	Non-persistent TILE_M=192, WARP_N=128, 3 stages, 1p3c - catastrophic perf drop
iter025	iter025_np_tk32_wn192_s5	0	SEGFAULT	unknown	Non-persistent TILE_K=32, WARP_N=192, 5 stages - illegal memory access (TMA alig
iter026	iter026_np_wn160_s4_swiz64	0	SEGFAULT	unknown	Non-persistent WARP_N=160, 4 stages, SWIZ=64 - TMA invalid argument (SWIZ not co
iter027	iter027_np_tm64_wn192_s5	257.12	DISCARD	compute_bound	Non-persistent TILE_M=64, WARP_N=192, 5 stages (1p1c) - 1p1c bad for K-heavy sha
iter028	iter028_np_wn160_s4_maxreg128	367.51	DISCARD	compute_bound	Non-persistent WARP_N=160, 4 stages, maxrregcount=128 - reg limit hurts slightly
iter028	iter028_np_wn160_s4_maxreg128	367.51	DISCARD	compute_bound	Non-persistent WARP_N=144, 4 stages - m64n144k16 less efficient
iter029	iter029_np_wn144_s4	272.01	DISCARD	compute_bound	Non-persistent WARP_N=144, 4 stages - m64n144k16 less efficient
iter030	iter030_np_wn160_s4_o2	367.71	DISCARD	compute_bound	Non-persistent WARP_N=160, 4 stages, -O2 - no difference vs O3
iter031	iter031_np_wn96_s5	242.24	DISCARD	compute_bound	Non-persistent WARP_N=96, 5 stages - smaller N hurts more than bank conflicts
iter032	iter032_np_wn224_s2	285.88	DISCARD	latency	Non-persistent WARP_N=224, 2 stages - 2 stages too shallow for K=16384
iter033	iter033_np_wn160_wk32_s4	0	COMPILE_FAIL	unknown	Non-persistent WARP_N=160, WARP_K=32, 4 stages - K=32 MMA shape not supported
iter034	iter034_np_wn160_tk32_s6	0	SEGFAULT	unknown	Non-persistent WARP_N=160, TILE_K=32, 6 stages - illegal memory access (TMA+smal
iter035	iter035_np_wn160_s4_swiz32	0	SEGFAULT	unknown	Non-persistent WARP_N=160, 4 stages, SWIZ=32 - TMA invalid argument
iter036	iter036_persis_wn256_s2	265.49	DISCARD	latency	Persistent WARP_N=256, 2 stages - pipeline too shallow
iter037	iter037_np_wn160_s4_unroll2	329.41	DISCARD	compute_bound	Non-persistent WARP_N=160, 4 stages, unroll 2 - WGMMA serialization hurt perf
iter038	iter038_np_tm64_wn160_s6	280.65	DISCARD	compute_bound	Non-persistent TILE_M=64, WARP_N=160, 6 stages (1p1c) - small TILE_M hurts more
iter039	iter039_np_tm256_wn160_s3	272.13	DISCARD	compute_bound	TILE_M=192 WARP_N=160 STAGES=2 1p3c - larger tile hurts with shallow pipeline
iter040	iter040_np_1p1c_wn160_s5	365.69	DISCARD	compute_bound	1p1c topology TILE_M=128 WARP_N=160 4 stages - close but 1p2c still better
