"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value","Rule Name","Rule Type","Rule Description","Estimated Speedup"
"0","1098955","__choreo_cute_iter001_draft.exe","127.0.0.1","__choreo_device_matmul_bf16(__nv_bfloat16 *, __nv_bfloat16 *, float *, unsigned int, unsigned int, unsigned int)","1","7","(32, 1, 1)","(256, 256, 1)","0","8.6","GPU Speed Of Light Throughput","DRAM Frequency","cycle/nsecond","6.83",
"0","1098955","__choreo_cute_iter001_draft.exe","127.0.0.1","__choreo_device_matmul_bf16(__nv_bfloat16 *, __nv_bfloat16 *, float *, unsigned int, unsigned int, unsigned int)","1","7","(32, 1, 1)","(256, 256, 1)","0","8.6","GPU Speed Of Light Throughput","SM Frequency","cycle/nsecond","1.50",
"0","1098955","__choreo_cute_iter001_draft.exe","127.0.0.1","__choreo_device_matmul_bf16(__nv_bfloat16 *, __nv_bfloat16 *, float *, unsigned int, unsigned int, unsigned int)","1","7","(32, 1, 1)","(256, 256, 1)","0","8.6","GPU Speed Of Light Throughput","Elapsed Cycles","cycle","668,556,749",
"0","1098955","__choreo_cute_iter001_draft.exe","127.0.0.1","__choreo_device_matmul_bf16(__nv_bfloat16 *, __nv_bfloat16 *, float *, unsigned int, unsigned int, unsigned int)","1","7","(32, 1, 1)","(256, 256, 1)","0","8.6","GPU Speed Of Light Throughput","Memory Throughput","%","73.75",
"0","1098955","__choreo_cute_iter001_draft.exe","127.0.0.1","__choreo_device_matmul_bf16(__nv_bfloat16 *, __nv_bfloat16 *, float *, unsigned int, unsigned int, unsigned int)","1","7","(32, 1, 1)","(256, 256, 1)","0","8.6","GPU Speed Of Light Throughput","DRAM Throughput","%","3.20",
"0","1098955","__choreo_cute_iter001_draft.exe","127.0.0.1","__choreo_device_matmul_bf16(__nv_bfloat16 *, __nv_bfloat16 *, float *, unsigned int, unsigned int, unsigned int)","1","7","(32, 1, 1)","(256, 256, 1)","0","8.6","GPU Speed Of Light Throughput","Duration","msecond","444.10",
"0","1098955","__choreo_cute_iter001_draft.exe","127.0.0.1","__choreo_device_matmul_bf16(__nv_bfloat16 *, __nv_bfloat16 *, float *, unsigned int, unsigned int, unsigned int)","1","7","(32, 1, 1)","(256, 256, 1)","0","8.6","GPU Speed Of Light Throughput","L1/TEX Cache Throughput","%","74.25",
"0","1098955","__choreo_cute_iter001_draft.exe","127.0.0.1","__choreo_device_matmul_bf16(__nv_bfloat16 *, __nv_bfloat16 *, float *, unsigned int, unsigned int, unsigned int)","1","7","(32, 1, 1)","(256, 256, 1)","0","8.6","GPU Speed Of Light Throughput","L2 Cache Throughput","%","1.84",
"0","1098955","__choreo_cute_iter001_draft.exe","127.0.0.1","__choreo_device_matmul_bf16(__nv_bfloat16 *, __nv_bfloat16 *, float *, unsigned int, unsigned int, unsigned int)","1","7","(32, 1, 1)","(256, 256, 1)","0","8.6","GPU Speed Of Light Throughput","SM Active Cycles","cycle","663,459,129.52",
"0","1098955","__choreo_cute_iter001_draft.exe","127.0.0.1","__choreo_device_matmul_bf16(__nv_bfloat16 *, __nv_bfloat16 *, float *, unsigned int, unsigned int, unsigned int)","1","7","(32, 1, 1)","(256, 256, 1)","0","8.6","GPU Speed Of Light Throughput","Compute (SM) Throughput","%","73.75",
"0","1098955","__choreo_cute_iter001_draft.exe","127.0.0.1","__choreo_device_matmul_bf16(__nv_bfloat16 *, __nv_bfloat16 *, float *, unsigned int, unsigned int, unsigned int)","1","7","(32, 1, 1)","(256, 256, 1)","0","8.6","SpeedOfLight","","","","SOLBottleneck","INF","Compute and Memory are well-balanced: To reduce runtime, both computation and memory traffic must be reduced. Check both the Compute Workload Analysis and Memory Workload Analysis sections.",""
"0","1098955","__choreo_cute_iter001_draft.exe","127.0.0.1","__choreo_device_matmul_bf16(__nv_bfloat16 *, __nv_bfloat16 *, float *, unsigned int, unsigned int, unsigned int)","1","7","(32, 1, 1)","(256, 256, 1)","0","8.6","SpeedOfLight_RooflineChart","","","","SOLFPRoofline","INF","The ratio of peak float (fp32) to double (fp64) performance on this device is 64:1. The kernel achieved 0% of this device's fp32 peak performance and 0% of its fp64 peak performance. See the Kernel Profiling Guide (https://docs.nvidia.com/nsight-compute/ProfilingGuide/index.html#roofline) for more details on roofline analysis.",""
"0","1098955","__choreo_cute_iter001_draft.exe","127.0.0.1","__choreo_device_matmul_bf16(__nv_bfloat16 *, __nv_bfloat16 *, float *, unsigned int, unsigned int, unsigned int)","1","7","(32, 1, 1)","(256, 256, 1)","0","8.6","Compute Workload Analysis","Executed Ipc Active","inst/cycle","1.00",
"0","1098955","__choreo_cute_iter001_draft.exe","127.0.0.1","__choreo_device_matmul_bf16(__nv_bfloat16 *, __nv_bfloat16 *, float *, unsigned int, unsigned int, unsigned int)","1","7","(32, 1, 1)","(256, 256, 1)","0","8.6","Compute Workload Analysis","Executed Ipc Elapsed","inst/cycle","0.99",
"0","1098955","__choreo_cute_iter001_draft.exe","127.0.0.1","__choreo_device_matmul_bf16(__nv_bfloat16 *, __nv_bfloat16 *, float *, unsigned int, unsigned int, unsigned int)","1","7","(32, 1, 1)","(256, 256, 1)","0","8.6","Compute Workload Analysis","Issue Slots Busy","%","24.93",
"0","1098955","__choreo_cute_iter001_draft.exe","127.0.0.1","__choreo_device_matmul_bf16(__nv_bfloat16 *, __nv_bfloat16 *, float *, unsigned int, unsigned int, unsigned int)","1","7","(32, 1, 1)","(256, 256, 1)","0","8.6","Compute Workload Analysis","Issued Ipc Active","inst/cycle","1.00",
"0","1098955","__choreo_cute_iter001_draft.exe","127.0.0.1","__choreo_device_matmul_bf16(__nv_bfloat16 *, __nv_bfloat16 *, float *, unsigned int, unsigned int, unsigned int)","1","7","(32, 1, 1)","(256, 256, 1)","0","8.6","Compute Workload Analysis","SM Busy","%","24.97",
"0","1098955","__choreo_cute_iter001_draft.exe","127.0.0.1","__choreo_device_matmul_bf16(__nv_bfloat16 *, __nv_bfloat16 *, float *, unsigned int, unsigned int, unsigned int)","1","7","(32, 1, 1)","(256, 256, 1)","0","8.6","ComputeWorkloadAnalysis","","","","HighPipeUtilization","WRN","All compute pipelines are under-utilized. Either this kernel is very small or it doesn't issue enough warps per scheduler. Check the Launch Statistics and Scheduler Statistics sections for further details.",""
"0","1098955","__choreo_cute_iter001_draft.exe","127.0.0.1","__choreo_device_matmul_bf16(__nv_bfloat16 *, __nv_bfloat16 *, float *, unsigned int, unsigned int, unsigned int)","1","7","(32, 1, 1)","(256, 256, 1)","0","8.6","Memory Workload Analysis","Memory Throughput","Gbyte/second","13.96",
"0","1098955","__choreo_cute_iter001_draft.exe","127.0.0.1","__choreo_device_matmul_bf16(__nv_bfloat16 *, __nv_bfloat16 *, float *, unsigned int, unsigned int, unsigned int)","1","7","(32, 1, 1)","(256, 256, 1)","0","8.6","Memory Workload Analysis","Mem Busy","%","44.38",
"0","1098955","__choreo_cute_iter001_draft.exe","127.0.0.1","__choreo_device_matmul_bf16(__nv_bfloat16 *, __nv_bfloat16 *, float *, unsigned int, unsigned int, unsigned int)","1","7","(32, 1, 1)","(256, 256, 1)","0","8.6","Memory Workload Analysis","Max Bandwidth","%","73.75",
"0","1098955","__choreo_cute_iter001_draft.exe","127.0.0.1","__choreo_device_matmul_bf16(__nv_bfloat16 *, __nv_bfloat16 *, float *, unsigned int, unsigned int, unsigned int)","1","7","(32, 1, 1)","(256, 256, 1)","0","8.6","Memory Workload Analysis","L1/TEX Hit Rate","%","96.14",
"0","1098955","__choreo_cute_iter001_draft.exe","127.0.0.1","__choreo_device_matmul_bf16(__nv_bfloat16 *, __nv_bfloat16 *, float *, unsigned int, unsigned int, unsigned int)","1","7","(32, 1, 1)","(256, 256, 1)","0","8.6","Memory Workload Analysis","L2 Compression Success Rate","%","0",
"0","1098955","__choreo_cute_iter001_draft.exe","127.0.0.1","__choreo_device_matmul_bf16(__nv_bfloat16 *, __nv_bfloat16 *, float *, unsigned int, unsigned int, unsigned int)","1","7","(32, 1, 1)","(256, 256, 1)","0","8.6","Memory Workload Analysis","L2 Compression Ratio","","0",
"0","1098955","__choreo_cute_iter001_draft.exe","127.0.0.1","__choreo_device_matmul_bf16(__nv_bfloat16 *, __nv_bfloat16 *, float *, unsigned int, unsigned int, unsigned int)","1","7","(32, 1, 1)","(256, 256, 1)","0","8.6","Memory Workload Analysis","L2 Hit Rate","%","45.55",
"0","1098955","__choreo_cute_iter001_draft.exe","127.0.0.1","__choreo_device_matmul_bf16(__nv_bfloat16 *, __nv_bfloat16 *, float *, unsigned int, unsigned int, unsigned int)","1","7","(32, 1, 1)","(256, 256, 1)","0","8.6","Memory Workload Analysis","Mem Pipes Busy","%","73.75",
