==PROF== Connected to process 68842 (/home/albert/workspace/croqtile-tuner/tuning/sm90_NVIDIA_H800_PCIe/croqtile/bin/matmul_fp16fp32_512x16384x16384/claude-4-5-opus-high/iter131_wn128_s3_fastmath)
==WARNING== Unable to access the following 6 metrics: ctc__rx_bytes_data_user.sum, ctc__rx_bytes_data_user.sum.pct_of_peak_sustained_elapsed, ctc__rx_bytes_data_user.sum.per_second, ctc__tx_bytes_data_user.sum, ctc__tx_bytes_data_user.sum.pct_of_peak_sustained_elapsed, ctc__tx_bytes_data_user.sum.per_second.


Timing avg ms: 2393.35
TFLOPS: 0.114851
HW efficiency: 0.00759093%
Test Passed

==PROF== Disconnected from process 68842
"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value","Rule Name","Rule Type","Rule Description","Estimated Speedup Type","Estimated Speedup"
"0","68842","iter131_wn128_s3_fastmath","127.0.0.1","__choreo_device_matmul(__half *, __half *, float *, unsigned int, unsigned int, unsigned int, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st)","1","7","(256, 1, 1)","(8, 128, 1)","0","9.0","GPU Speed Of Light Throughput","DRAM Frequency","hz","1,592,938,281.59",
"0","68842","iter131_wn128_s3_fastmath","127.0.0.1","__choreo_device_matmul(__half *, __half *, float *, unsigned int, unsigned int, unsigned int, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st)","1","7","(256, 1, 1)","(8, 128, 1)","0","9.0","GPU Speed Of Light Throughput","SM Frequency","hz","1,045,358,087.87",
"0","68842","iter131_wn128_s3_fastmath","127.0.0.1","__choreo_device_matmul(__half *, __half *, float *, unsigned int, unsigned int, unsigned int, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st)","1","7","(256, 1, 1)","(8, 128, 1)","0","9.0","GPU Speed Of Light Throughput","Elapsed Cycles","cycle","999,179",
"0","68842","iter131_wn128_s3_fastmath","127.0.0.1","__choreo_device_matmul(__half *, __half *, float *, unsigned int, unsigned int, unsigned int, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st)","1","7","(256, 1, 1)","(8, 128, 1)","0","9.0","GPU Speed Of Light Throughput","Memory Throughput","%","69.19",
"0","68842","iter131_wn128_s3_fastmath","127.0.0.1","__choreo_device_matmul(__half *, __half *, float *, unsigned int, unsigned int, unsigned int, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st)","1","7","(256, 1, 1)","(8, 128, 1)","0","9.0","GPU Speed Of Light Throughput","DRAM Throughput","%","34.41",
"0","68842","iter131_wn128_s3_fastmath","127.0.0.1","__choreo_device_matmul(__half *, __half *, float *, unsigned int, unsigned int, unsigned int, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st)","1","7","(256, 1, 1)","(8, 128, 1)","0","9.0","GPU Speed Of Light Throughput","Duration","ns","949,344",
"0","68842","iter131_wn128_s3_fastmath","127.0.0.1","__choreo_device_matmul(__half *, __half *, float *, unsigned int, unsigned int, unsigned int, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st)","1","7","(256, 1, 1)","(8, 128, 1)","0","9.0","GPU Speed Of Light Throughput","L1/TEX Cache Throughput","%","49.66",
"0","68842","iter131_wn128_s3_fastmath","127.0.0.1","__choreo_device_matmul(__half *, __half *, float *, unsigned int, unsigned int, unsigned int, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st)","1","7","(256, 1, 1)","(8, 128, 1)","0","9.0","GPU Speed Of Light Throughput","L2 Cache Throughput","%","71.05",
"0","68842","iter131_wn128_s3_fastmath","127.0.0.1","__choreo_device_matmul(__half *, __half *, float *, unsigned int, unsigned int, unsigned int, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st)","1","7","(256, 1, 1)","(8, 128, 1)","0","9.0","GPU Speed Of Light Throughput","SM Active Cycles","cycle","910,225.53",
"0","68842","iter131_wn128_s3_fastmath","127.0.0.1","__choreo_device_matmul(__half *, __half *, float *, unsigned int, unsigned int, unsigned int, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st)","1","7","(256, 1, 1)","(8, 128, 1)","0","9.0","GPU Speed Of Light Throughput","Compute (SM) Throughput","%","58.55",
